GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021800610,404,201935,James Harden,1610612745,Houston Rockets,3,7,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-28,57,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,442,201935,James Harden,1610612745,Houston Rockets,3,5,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,452,201935,James Harden,1610612745,Houston Rockets,3,4,32,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-5,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,628,201935,James Harden,1610612745,Houston Rockets,4,4,59,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-24,269,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,633,201935,James Harden,1610612745,Houston Rockets,4,4,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,134,214,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,646,201935,James Harden,1610612745,Houston Rockets,4,3,4,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-62,92,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800610,650,201935,James Harden,1610612745,Houston Rockets,4,2,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,65,1,1,20190109,HOU,MIL
Shot Chart Detail,0021800625,26,201935,James Harden,1610612745,Houston Rockets,1,9,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-67,256,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,51,201935,James Harden,1610612745,Houston Rockets,1,7,6,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,56,266,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,75,201935,James Harden,1610612745,Houston Rockets,1,5,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,20,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,92,201935,James Harden,1610612745,Houston Rockets,1,3,51,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,158,221,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,204,201935,James Harden,1610612745,Houston Rockets,2,7,49,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,38,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,225,201935,James Harden,1610612745,Houston Rockets,2,6,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,193,185,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,272,201935,James Harden,1610612745,Houston Rockets,2,3,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,111,248,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,326,201935,James Harden,1610612745,Houston Rockets,3,11,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-46,21,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,334,201935,James Harden,1610612745,Houston Rockets,3,10,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,119,70,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,368,201935,James Harden,1610612745,Houston Rockets,3,7,41,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,232,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,416,201935,James Harden,1610612745,Houston Rockets,3,4,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,23,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800625,458,201935,James Harden,1610612745,Houston Rockets,3,1,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,35,268,1,1,20190111,HOU,CLE
Shot Chart Detail,0021800641,18,201935,James Harden,1610612745,Houston Rockets,1,10,31,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,55,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,58,201935,James Harden,1610612745,Houston Rockets,1,6,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,129,201935,James Harden,1610612745,Houston Rockets,1,2,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,264,201935,James Harden,1610612745,Houston Rockets,2,3,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,10,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,277,201935,James Harden,1610612745,Houston Rockets,2,2,30,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-43,73,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,286,201935,James Harden,1610612745,Houston Rockets,2,1,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,222,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,355,201935,James Harden,1610612745,Houston Rockets,3,7,13,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-13,94,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,368,201935,James Harden,1610612745,Houston Rockets,3,6,19,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,55,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,409,201935,James Harden,1610612745,Houston Rockets,3,4,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,488,201935,James Harden,1610612745,Houston Rockets,4,10,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,10,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800641,588,201935,James Harden,1610612745,Houston Rockets,4,2,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-3,87,1,1,20190113,ORL,HOU
Shot Chart Detail,0021800646,9,201935,James Harden,1610612745,Houston Rockets,1,11,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,-6,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,30,201935,James Harden,1610612745,Houston Rockets,1,9,11,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,1,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,54,201935,James Harden,1610612745,Houston Rockets,1,7,6,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,210,141,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,76,201935,James Harden,1610612745,Houston Rockets,1,5,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-3,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,112,201935,James Harden,1610612745,Houston Rockets,1,3,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,193,201935,James Harden,1610612745,Houston Rockets,2,8,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,222,201935,James Harden,1610612745,Houston Rockets,2,7,19,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,11,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,230,201935,James Harden,1610612745,Houston Rockets,2,6,52,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,283,201935,James Harden,1610612745,Houston Rockets,2,3,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,216,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,306,201935,James Harden,1610612745,Houston Rockets,2,1,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,39,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,310,201935,James Harden,1610612745,Houston Rockets,2,1,18,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,-3,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,413,201935,James Harden,1610612745,Houston Rockets,3,5,12,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-140,21,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,432,201935,James Harden,1610612745,Houston Rockets,3,3,37,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,164,198,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,458,201935,James Harden,1610612745,Houston Rockets,3,1,18,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,226,98,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,562,201935,James Harden,1610612745,Houston Rockets,4,5,10,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,64,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,565,201935,James Harden,1610612745,Houston Rockets,4,4,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,22,267,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800646,577,201935,James Harden,1610612745,Houston Rockets,4,3,56,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,10,1,1,20190114,HOU,MEM
Shot Chart Detail,0021800659,14,201935,James Harden,1610612745,Houston Rockets,1,11,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,13,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,29,201935,James Harden,1610612745,Houston Rockets,1,9,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,64,201935,James Harden,1610612745,Houston Rockets,1,6,20,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,22,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,86,201935,James Harden,1610612745,Houston Rockets,1,5,16,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,-69,135,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,209,201935,James Harden,1610612745,Houston Rockets,2,7,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,21,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,236,201935,James Harden,1610612745,Houston Rockets,2,6,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-2,272,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,338,201935,James Harden,1610612745,Houston Rockets,3,10,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,20,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,420,201935,James Harden,1610612745,Houston Rockets,3,4,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,26,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,447,201935,James Harden,1610612745,Houston Rockets,3,2,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,23,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,466,201935,James Harden,1610612745,Houston Rockets,3,2,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-93,259,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,469,201935,James Harden,1610612745,Houston Rockets,3,1,48,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,15,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,531,201935,James Harden,1610612745,Houston Rockets,4,10,15,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,209,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,567,201935,James Harden,1610612745,Houston Rockets,4,7,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,27,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,614,201935,James Harden,1610612745,Houston Rockets,4,4,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,49,251,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,621,201935,James Harden,1610612745,Houston Rockets,4,3,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,258,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800659,711,201935,James Harden,1610612745,Houston Rockets,5,3,16,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,48,1,1,20190116,HOU,BKN
Shot Chart Detail,0021800686,27,201935,James Harden,1610612745,Houston Rockets,1,9,32,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,1,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,34,201935,James Harden,1610612745,Houston Rockets,1,8,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-4,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,54,201935,James Harden,1610612745,Houston Rockets,1,7,0,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-3,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,233,201935,James Harden,1610612745,Houston Rockets,2,7,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,10,122,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,294,201935,James Harden,1610612745,Houston Rockets,2,3,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,183,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,389,201935,James Harden,1610612745,Houston Rockets,3,8,8,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,227,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,395,201935,James Harden,1610612745,Houston Rockets,3,7,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,22,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,409,201935,James Harden,1610612745,Houston Rockets,3,6,5,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,14,267,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,564,201935,James Harden,1610612745,Houston Rockets,4,7,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,603,201935,James Harden,1610612745,Houston Rockets,4,4,46,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,17,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,633,201935,James Harden,1610612745,Houston Rockets,4,2,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,258,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,648,201935,James Harden,1610612745,Houston Rockets,4,1,0,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-239,61,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,651,201935,James Harden,1610612745,Houston Rockets,4,0,32,Made Shot,Step Back Bank Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,6,263,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800686,693,201935,James Harden,1610612745,Houston Rockets,5,4,15,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-100,241,1,1,20190119,HOU,LAL
Shot Chart Detail,0021800699,68,201935,James Harden,1610612745,Houston Rockets,1,7,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,-1,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,101,201935,James Harden,1610612745,Houston Rockets,1,5,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,10,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,122,201935,James Harden,1610612745,Houston Rockets,1,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-55,257,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,137,201935,James Harden,1610612745,Houston Rockets,1,3,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,217,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,254,201935,James Harden,1610612745,Houston Rockets,2,6,30,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-27,248,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,257,201935,James Harden,1610612745,Houston Rockets,2,5,52,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,68,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,260,201935,James Harden,1610612745,Houston Rockets,2,5,35,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,10,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,302,201935,James Harden,1610612745,Houston Rockets,2,3,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,231,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,313,201935,James Harden,1610612745,Houston Rockets,2,2,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,319,201935,James Harden,1610612745,Houston Rockets,2,2,3,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,6,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,454,201935,James Harden,1610612745,Houston Rockets,3,5,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-54,257,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800699,463,201935,James Harden,1610612745,Houston Rockets,3,4,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-63,255,1,1,20190121,PHI,HOU
Shot Chart Detail,0021800710,15,201935,James Harden,1610612745,Houston Rockets,1,11,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,74,253,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,26,201935,James Harden,1610612745,Houston Rockets,1,10,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,11,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,97,201935,James Harden,1610612745,Houston Rockets,1,5,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,3,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,130,201935,James Harden,1610612745,Houston Rockets,1,3,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,99,237,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,243,201935,James Harden,1610612745,Houston Rockets,2,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,260,201935,James Harden,1610612745,Houston Rockets,2,6,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-20,255,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,286,201935,James Harden,1610612745,Houston Rockets,2,4,52,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,67,148,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,305,201935,James Harden,1610612745,Houston Rockets,2,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,0,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,322,201935,James Harden,1610612745,Houston Rockets,2,3,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,206,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,360,201935,James Harden,1610612745,Houston Rockets,2,0,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,9,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,365,201935,James Harden,1610612745,Houston Rockets,2,0,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,412,201935,James Harden,1610612745,Houston Rockets,3,7,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,424,201935,James Harden,1610612745,Houston Rockets,3,7,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,443,201935,James Harden,1610612745,Houston Rockets,3,5,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,236,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,614,201935,James Harden,1610612745,Houston Rockets,4,4,22,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-88,121,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,646,201935,James Harden,1610612745,Houston Rockets,4,1,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,12,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800710,695,201935,James Harden,1610612745,Houston Rockets,4,0,3,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,10,1,1,20190123,NYK,HOU
Shot Chart Detail,0021800724,71,201935,James Harden,1610612745,Houston Rockets,1,6,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,147,223,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,79,201935,James Harden,1610612745,Houston Rockets,1,5,44,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,8,39,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,276,201935,James Harden,1610612745,Houston Rockets,2,3,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-55,48,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,323,201935,James Harden,1610612745,Houston Rockets,3,11,27,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,68,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,352,201935,James Harden,1610612745,Houston Rockets,3,8,57,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,37,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,377,201935,James Harden,1610612745,Houston Rockets,3,7,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,5,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,388,201935,James Harden,1610612745,Houston Rockets,3,6,5,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,67,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,398,201935,James Harden,1610612745,Houston Rockets,3,4,53,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,5,48,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800724,634,201935,James Harden,1610612745,Houston Rockets,4,1,34,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-18,77,1,1,20190125,HOU,TOR
Shot Chart Detail,0021800737,23,201935,James Harden,1610612745,Houston Rockets,1,10,47,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-17,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,65,201935,James Harden,1610612745,Houston Rockets,1,7,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,129,34,1,1,20190127,HOU,ORL
Shot Chart Detail,0021800737,79,201935,James Harden,1610612745,Houston Rockets,1,6,33,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-9,69,1,1,20190127,HOU,ORL
