GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021801070,540,201935,James Harden,1610612745,Houston Rockets,4,6,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,87,241,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,543,201935,James Harden,1610612745,Houston Rockets,4,6,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,8,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,552,201935,James Harden,1610612745,Houston Rockets,4,4,39,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-10,271,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,567,201935,James Harden,1610612745,Houston Rockets,4,3,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,235,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,576,201935,James Harden,1610612745,Houston Rockets,4,3,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,92,243,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,673,201935,James Harden,1610612745,Houston Rockets,5,3,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,8,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,702,201935,James Harden,1610612745,Houston Rockets,5,0,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,210,146,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,705,201935,James Harden,1610612745,Houston Rockets,5,0,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-140,225,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801070,708,201935,James Harden,1610612745,Houston Rockets,5,0,15,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,6,1,1,20190320,MEM,HOU
Shot Chart Detail,0021801084,28,201935,James Harden,1610612745,Houston Rockets,1,9,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,248,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,34,201935,James Harden,1610612745,Houston Rockets,1,9,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,28,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,58,201935,James Harden,1610612745,Houston Rockets,1,7,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,161,238,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,85,201935,James Harden,1610612745,Houston Rockets,1,5,16,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,36,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,97,201935,James Harden,1610612745,Houston Rockets,1,4,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,29,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,125,201935,James Harden,1610612745,Houston Rockets,1,2,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,8,284,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,132,201935,James Harden,1610612745,Houston Rockets,1,1,3,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,111,29,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,269,201935,James Harden,1610612745,Houston Rockets,2,3,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,116,256,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,316,201935,James Harden,1610612745,Houston Rockets,2,0,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,162,232,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,319,201935,James Harden,1610612745,Houston Rockets,2,0,3,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3,50,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,374,201935,James Harden,1610612745,Houston Rockets,3,8,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,3,294,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,405,201935,James Harden,1610612745,Houston Rockets,3,5,16,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,37,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,408,201935,James Harden,1610612745,Houston Rockets,3,4,44,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-63,43,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,446,201935,James Harden,1610612745,Houston Rockets,3,2,24,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,66,25,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,592,201935,James Harden,1610612745,Houston Rockets,4,3,58,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,260,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,598,201935,James Harden,1610612745,Houston Rockets,4,3,15,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,145,284,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,602,201935,James Harden,1610612745,Houston Rockets,4,2,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,152,256,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,608,201935,James Harden,1610612745,Houston Rockets,4,1,55,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,35,80,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801084,614,201935,James Harden,1610612745,Houston Rockets,4,1,25,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,17,42,1,1,20190322,HOU,SAS
Shot Chart Detail,0021801099,7,201935,James Harden,1610612745,Houston Rockets,1,11,37,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5,50,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,15,201935,James Harden,1610612745,Houston Rockets,1,10,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,21,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,72,201935,James Harden,1610612745,Houston Rockets,1,6,23,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,-6,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,78,201935,James Harden,1610612745,Houston Rockets,1,5,37,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,111,131,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,112,201935,James Harden,1610612745,Houston Rockets,1,2,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,181,192,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,227,201935,James Harden,1610612745,Houston Rockets,2,5,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-221,122,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,288,201935,James Harden,1610612745,Houston Rockets,2,0,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-85,250,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,296,201935,James Harden,1610612745,Houston Rockets,2,0,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,202,145,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,336,201935,James Harden,1610612745,Houston Rockets,3,8,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,6,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801099,347,201935,James Harden,1610612745,Houston Rockets,3,7,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-61,264,1,1,20190324,NOP,HOU
Shot Chart Detail,0021801111,18,201935,James Harden,1610612745,Houston Rockets,1,10,32,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-55,99,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,88,201935,James Harden,1610612745,Houston Rockets,1,5,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,31,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,241,201935,James Harden,1610612745,Houston Rockets,2,5,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-12,29,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,287,201935,James Harden,1610612745,Houston Rockets,2,2,43,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,60,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,303,201935,James Harden,1610612745,Houston Rockets,2,1,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,26,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,337,201935,James Harden,1610612745,Houston Rockets,3,11,44,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,25,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,427,201935,James Harden,1610612745,Houston Rockets,3,4,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,14,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,604,201935,James Harden,1610612745,Houston Rockets,4,3,47,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,45,113,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801111,617,201935,James Harden,1610612745,Houston Rockets,4,2,50,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,5,1,1,20190326,MIL,HOU
Shot Chart Detail,0021801126,11,201935,James Harden,1610612745,Houston Rockets,1,11,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,8,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,43,201935,James Harden,1610612745,Houston Rockets,1,8,1,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,44,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,72,201935,James Harden,1610612745,Houston Rockets,1,6,19,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-30,253,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,229,201935,James Harden,1610612745,Houston Rockets,2,5,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,134,221,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,301,201935,James Harden,1610612745,Houston Rockets,2,0,27,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,320,201935,James Harden,1610612745,Houston Rockets,3,11,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,78,31,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,350,201935,James Harden,1610612745,Houston Rockets,3,8,16,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,13,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,426,201935,James Harden,1610612745,Houston Rockets,3,2,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,165,200,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,535,201935,James Harden,1610612745,Houston Rockets,4,6,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,251,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801126,564,201935,James Harden,1610612745,Houston Rockets,4,3,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-52,256,1,1,20190328,HOU,DEN
Shot Chart Detail,0021801138,30,201935,James Harden,1610612745,Houston Rockets,1,9,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-66,257,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,79,201935,James Harden,1610612745,Houston Rockets,1,4,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-116,246,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,108,201935,James Harden,1610612745,Houston Rockets,1,3,2,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,46,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,231,201935,James Harden,1610612745,Houston Rockets,2,6,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,2,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,243,201935,James Harden,1610612745,Houston Rockets,2,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-66,247,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,264,201935,James Harden,1610612745,Houston Rockets,2,3,53,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-82,253,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,307,201935,James Harden,1610612745,Houston Rockets,2,0,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,4,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,377,201935,James Harden,1610612745,Houston Rockets,3,6,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,420,201935,James Harden,1610612745,Houston Rockets,3,3,13,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,25,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,425,201935,James Harden,1610612745,Houston Rockets,3,2,36,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,3,93,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,568,201935,James Harden,1610612745,Houston Rockets,4,4,32,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,32,94,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,571,201935,James Harden,1610612745,Houston Rockets,4,3,53,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,11,82,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801138,578,201935,James Harden,1610612745,Houston Rockets,4,3,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,96,251,1,1,20190330,HOU,SAC
Shot Chart Detail,0021801163,11,201935,James Harden,1610612745,Houston Rockets,1,11,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,13,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,34,201935,James Harden,1610612745,Houston Rockets,1,8,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,6,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,116,201935,James Harden,1610612745,Houston Rockets,1,3,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-13,256,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,244,201935,James Harden,1610612745,Houston Rockets,2,6,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-136,225,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,276,201935,James Harden,1610612745,Houston Rockets,2,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,185,173,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,278,201935,James Harden,1610612745,Houston Rockets,2,3,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,7,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,298,201935,James Harden,1610612745,Houston Rockets,2,1,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,18,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,301,201935,James Harden,1610612745,Houston Rockets,2,1,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,13,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,400,201935,James Harden,1610612745,Houston Rockets,3,5,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-14,255,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,406,201935,James Harden,1610612745,Houston Rockets,3,4,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,206,145,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,419,201935,James Harden,1610612745,Houston Rockets,3,3,21,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,54,255,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801163,532,201935,James Harden,1610612745,Houston Rockets,4,6,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,226,1,1,20190402,SAC,HOU
Shot Chart Detail,0021801176,30,201935,James Harden,1610612745,Houston Rockets,1,8,53,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,56,201935,James Harden,1610612745,Houston Rockets,1,6,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,22,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,66,201935,James Harden,1610612745,Houston Rockets,1,5,28,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,32,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,93,201935,James Harden,1610612745,Houston Rockets,1,3,41,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,11,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,246,201935,James Harden,1610612745,Houston Rockets,2,6,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,130,210,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,375,201935,James Harden,1610612745,Houston Rockets,3,10,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,436,201935,James Harden,1610612745,Houston Rockets,3,5,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,19,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,439,201935,James Harden,1610612745,Houston Rockets,3,4,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801176,446,201935,James Harden,1610612745,Houston Rockets,3,3,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,235,1,1,20190403,LAC,HOU
Shot Chart Detail,0021801184,32,201935,James Harden,1610612745,Houston Rockets,1,9,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,185,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,274,201935,James Harden,1610612745,Houston Rockets,2,4,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,54,258,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,284,201935,James Harden,1610612745,Houston Rockets,2,3,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,189,159,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,287,201935,James Harden,1610612745,Houston Rockets,2,2,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,291,201935,James Harden,1610612745,Houston Rockets,2,2,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,4,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,433,201935,James Harden,1610612745,Houston Rockets,3,3,37,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,15,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,454,201935,James Harden,1610612745,Houston Rockets,3,2,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,210,156,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801184,468,201935,James Harden,1610612745,Houston Rockets,3,1,18,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,217,156,1,1,20190405,HOU,NYK
Shot Chart Detail,0021801200,99,201935,James Harden,1610612745,Houston Rockets,1,3,54,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,1,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,233,201935,James Harden,1610612745,Houston Rockets,2,6,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,23,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,266,201935,James Harden,1610612745,Houston Rockets,2,3,50,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-138,207,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,277,201935,James Harden,1610612745,Houston Rockets,2,3,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,319,201935,James Harden,1610612745,Houston Rockets,2,0,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-128,267,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,390,201935,James Harden,1610612745,Houston Rockets,3,6,40,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-2,93,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,429,201935,James Harden,1610612745,Houston Rockets,3,4,13,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-227,45,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,456,201935,James Harden,1610612745,Houston Rockets,3,2,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,19,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,459,201935,James Harden,1610612745,Houston Rockets,3,2,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-108,255,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801200,498,201935,James Harden,1610612745,Houston Rockets,3,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,34,-157,302,1,1,20190407,HOU,PHX
Shot Chart Detail,0021801218,32,201935,James Harden,1610612745,Houston Rockets,1,9,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,5,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,68,201935,James Harden,1610612745,Houston Rockets,1,6,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,22,268,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,116,201935,James Harden,1610612745,Houston Rockets,1,2,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,20,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,142,201935,James Harden,1610612745,Houston Rockets,1,0,37,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,207,121,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,274,201935,James Harden,1610612745,Houston Rockets,2,3,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,16,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,282,201935,James Harden,1610612745,Houston Rockets,2,3,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-77,239,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,302,201935,James Harden,1610612745,Houston Rockets,2,2,12,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-12,59,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,321,201935,James Harden,1610612745,Houston Rockets,2,0,41,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,14,33,1,1,20190409,OKC,HOU
Shot Chart Detail,0021801218,323,201935,James Harden,1610612745,Houston Rockets,2,0,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,13,41,1,1,20190409,OKC,HOU
